ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER
1938762-20101016,2051733,218950,3
1335505-20040216,1466971,259659,1
1790646-20070216,1797739,268063,1
23416-20080316,1886007,52544,1
1272132-20080916,1917878,57783,6
45194-20070516,1812531,217992,1
1245093-20160216,2439519,246515,1
50248-20111116,2116404,37523,1
22391-20020216,1210385,52427,1
1143380-20020216,1219035,214824,1
2103143-20111021,2103143,65406,105
1596002-20050518,1596002,221954,1
1121485-20040216,1453412,28920,2
1356912-20030529,1356912,263694,1
1992497-20090915,1992497,333518,1
1094867-20120316,2135418,36621,2
1139319-20020216,1218418,212319,1
1306189-20030216,1351835,256963,1
2114753-20110907,2114753,366085,1
1492979-20090516,1961189,57905,3
46574-20111216,2121841,16671,1
1802058-20100316,2016319,314457,1
29765-20030216,1312577,31388,1
1976161-20090709,1976161,344451,1
1620160-20100416,2019694,272396,2
2103689-20130716,2261406,363576,1
1843717-20070815,1843717,320678,1
2089067-20110407,2089067,361201,1
1679432-20060216,1679432,284476,2
2153072-20120504,2153072,372074,1
1908345-20081116,1930298,248570,10
1383588-20030814,1383588,266761,1
19954-20060816,1725915,52160,1
1197556-20060216,1658368,41388,2
2153456-20131016,2283011,366993,2
1479643-20040621,1479643,274261,1
1121626-20060216,1660367,55755,3
1225961-20110716,2095870,71103,2
1619874-20060816,1730253,220828,2
48743-20050216,1556451,36983,1
2041578-20100615,2041578,354174,1
1381768-20051116,1639737,265967,1
1047946-20101116,2057264,205005,1
1479691-20160316,2444771,274289,1
47865-20080416,1889813,36672,1
2185392-20120913,2185392,368275,2
1954208-20110116,2068283,340650,3
1333807-20040216,1453979,31164,2
34740-20060516,1684913,14905,1
1677904-20060223,1677904,300483,1
17934-20120516,2143756,28444,1
1985197-20150816,2409197,345629,1
70105-20030216,1321969,89285,1
1841180-20070719,1841180,319671,1
1300019-20070216,1788217,254142,1
1893014-20110616,2090065,24544,1
1143218-20030816,1373896,214739,1
1891804-20080916,1917035,12337,11
2049348-20100803,2049348,355547,1
1121468-20100416,2019340,209871,1
1139122-20020216,1218381,212224,1
1249995-20090116,1940454,89020,9
19133-20041116,1522436,7793,1
1476843-20111216,2123112,273193,1
85021-20110916,2105618,65966,2
1622026-20080316,1886671,218611,2
74923-20060216,1841424,63907,1
46688-20070216,1775719,16692,1
35093-20101216,2061724,32745,1
1770843-20110616,2091800,311937,1
1822832-20110416,2080794,39950,3
1597529-20120616,2148841,41900,3
1696051-20110916,2106735,303287,1
1493831-20050216,1571077,277367,1
1992476-20110816,2102265,347232,1
2070005-20101229,2070005,340138,3
1223452-20140516,2315356,5736,3
1493308-20040601,1493308,261598,2
1888714-20080602,1888714,268562,2
1495602-20040621,1495602,278383,2
79117-20040216,1459985,67426,1
1908438-20080521,1908438,331849,1
1141760-20030216,1324084,213998,1
1739908-20140916,2345520,305841,2
1354073-20070216,1789174,262233,1
54745-20030216,1318534,57412,2
2124476-20111018,2124476,367095,1
1478993-20040323,1478993,274008,1
1964250-20110116,2066948,243206,23
1123710-20070216,1785986,211564,1
48587-20080416,1889818,36928,1
16959-20040216,1457313,51808,2
1247449-20040216,1464826,247760,1
28104-20060216,1659853,53236,1
1495436-20060516,1692749,278279,1
52735-20030216,1321285,85889,1
1273062-20030216,1328511,251497,1
2037245-20100603,2037245,353880,1
1477979-20140316,2305407,9852,3
1647702-20110416,2082472,297417,1
1593294-20060216,1672943,290185,1
77459-20121216,2193873,47679,1
16954-20020216,1210154,51806,1
1300959-20041116,1537301,254534,1
2008393-20111216,2124187,349087,1
2002843-20140516,2318496,348220,1
1330823-20110116,2066061,29087,16
1274931-20030216,1328693,252246,1
57037-20050216,1559600,57861,1
44292-20071116,1854103,35393,1
1575887-20050207,1575887,204267,3
20735-20050816,1602809,29112,1
23171-20050216,1554735,29679,1
1884812-20121016,2182224,326292,1
63904-20030216,1318913,59117,1
2060969-20101015,2060969,357307,1
1574995-20050526,1574995,50425,3
1740176-20120716,2155500,307571,1
1332663-20040216,1456834,49177,2
1381283-20030722,1381283,265747,1
1959092-20150316,2377401,315746,3
2089227-20110411,2089227,361283,1
1578812-20050310,1578812,288635,1
1577070-20060216,1661891,65406,55
1680459-20060328,1680459,301508,1
31851-20030216,1312763,31987,2
1447767-20040216,1469933,271166,1
2137325-20120126,2137325,369257,1
2094331-20121116,2187184,271911,5
1695615-20070216,1795560,303063,1
22391-20050216,1558488,52427,1
5894-20040816,1500165,25288,1
23841-20101216,2061635,29863,1
53926-20040216,1458445,57258,1
2124886-20120816,2160042,213689,4
2177990-20120730,2177990,374456,1
1884877-20120216,2133095,326331,1
50572-20070216,1775872,17332,1
1578322-20070216,1782674,59508,4
19260-20040216,1449296,5647,2
2184163-20120830,2184163,375281,1
1144081-20030216,1324323,215245,1
1678606-20091016,1989709,300753,1
2147578-20120406,2147578,371200,1
1899451-20100316,2015331,64589,3
1495079-20040617,1495079,277927,1
1616438-20050622,1616438,293107,1
2060954-20101015,2060954,357293,1
1093370-20020216,1225217,207161,2
1196732-20021116,1296973,222054,1
1167006-20040216,1463058,217148,1
1622968-20060216,1674429,295845,1
64386-20040216,1451501,20169,2
53814-20030216,1307134,5185,1
83310-20020216,1214391,68414,1
1337891-20030804,1337891,260587,1
1244289-20020422,1244289,246149,1
1903179-20080816,1913806,330500,1
1226743-20090516,1961771,243727,1
1246838-20070216,1787655,247435,1
1476604-20090416,1957434,273132,1
2192999-20140116,2295930,42850,2
1442406-20031003,1442406,46338,2
1577560-20050223,1577560,287999,1
1423703-20070216,1787727,248580,1
2064356-20101028,2064356,63584,92
1716960-20060522,1716960,304882,1
44096-20030216,1313761,35329,1
34595-20030216,1308381,14876,1
2108155-20110719,2108155,364407,1
53275-20030216,1318444,57149,1
70190-20031116,1432322,44960,1
1301894-20041116,1529513,48396,2
2036953-20100604,2036953,353732,1
1494659-20070216,1791148,277420,1
1273538-20050216,1552528,20215,3
1519175-20060216,1671114,281233,1
34581-20110116,2065756,14874,1
2192732-20121009,2192732,376215,1
1271558-20030216,1328295,250764,1
1487994-20110116,2066860,216985,2
1842636-20070718,1842636,279613,3
1517161-20040813,1517161,15885,2
1243101-20060216,1658199,39774,2
62648-20050216,1552437,19783,2
1444665-20040216,1469688,269558,1
1593023-20050412,1593023,290042,1
1332356-20070216,1788655,258271,1
1804281-20101216,2063046,311185,1
1649094-20060109,1649094,298386,1
14360-20020216,1203772,27496,1
1475877-20040324,1475877,272909,1
2148002-20120413,2148002,368839,3
1403294-20031020,1403294,255217,1
1383514-20041116,1532214,64878,5
2198321-20141116,2358482,377082,1
1938370-20081104,1938370,338457,1
1595110-20070216,1786103,212350,1
2926-20121216,2193472,24573,1
2129131-20111118,2129131,367882,1
1143466-20030216,1516567,214878,1
69833-20030216,1319078,60332,1
1578200-20130416,2235222,5354,2
1932565-20120716,2154731,86565,6
17254-20110616,2089697,7049,2
1593964-20050429,1593964,288086,1
2008228-20101216,2063928,349003,1
1847030-20070905,1847030,321965,1
1357695-20070216,1789413,264143,1
52643-20110116,2066275,38415,1
1596269-20080216,1882369,291708,1
1245157-20020430,1245157,246428,2
1141321-20040216,1462585,213723,1
1141602-20070216,1786203,213879,1
2088250-20110329,2088250,360805,1
10203-20020816,1254918,26335,1
1938842-20101116,2059034,338718,1
46803-20101216,2061806,36331,1
1276460-20021025,1276460,252940,1
1195609-20100316,2014777,22884,1
1999073-20091009,1999073,301437,1
1592925-20050412,1592925,289994,1
63235-20040216,1451447,19906,2
1933401-20081006,1933401,337606,1
4691-20110616,2090085,24925,1
1974032-20090515,1974032,343557,1
20745-20051116,1628622,29117,1
1047500-20050516,1588156,204685,1
31901-20050216,1558763,53757,1
1331811-20050216,1565142,243324,2
36612-20030216,1313130,33157,1
1221307-20120816,2160126,222888,1
1426087-20031114,1426087,268195,1
1519264-20110216,2072077,281290,1
57132-20030216,1318651,57880,1
1272931-20021002,1272931,251436,1
1885060-20120516,2145408,326430,1
2147059-20120330,2147059,370969,1
31802-20040216,1454195,31971,1
1616561-20070216,1793497,293184,1
1904677-20100516,2025704,331264,1
1619300-20060216,1674072,294298,2
2129225-20111121,2129225,367919,1
1914622-20110916,2107209,333180,1
1495515-20110216,2071995,278332,1
1738788-20110316,2075528,27477,1
71647-20040216,1868874,21652,1
1304874-20070216,1788430,256356,1
1096222-20061116,1754037,68460,1
1899215-20080411,1899215,329273,1
1948161-20101216,2063634,339805,1
1767142-20061005,1767142,308897,1
1905328-20080514,1905328,331572,1
1869328-20120316,2136510,310250,2
1802138-20080416,1890209,59290,3
78946-20030216,1316188,48186,1
16557-20070216,1777867,28077,1
1990962-20110916,2107525,346539,1
1446535-20031121,1446535,270591,1
1649056-20060216,1674882,298357,1
1226478-20020307,1226478,243603,1
1425724-20030922,1425724,268085,1
1193005-20050216,1564507,219708,1
1222329-20050216,1558487,52414,2
26231-20070216,1781598,52975,1
60396-20030216,1318796,58553,1
2203-20070216,1781097,50293,1
67490-20041116,1529047,44021,1
1716606-20080816,1912617,267525,2
1383188-20121116,2186848,217250,2
1445436-20040210,1445436,270162,1
2179214-20140816,2340010,374526,1
1249259-20021116,1298691,248791,1
1515272-20040827,1515272,279497,1
1447893-20070216,1782740,60344,3
1517791-20040819,1517791,280561,1
1766272-20071116,1863880,285666,2
1384223-20050216,1568513,267008,1
1143651-20100916,2043820,8037,3
1223084-20020612,1223084,229964,1
1518012-20040823,1518012,280661,1
1577013-20070216,1790407,272762,2
55777-20030216,1318583,57623,1
1576669-20070216,1783548,65406,42
1847065-20110916,2107010,321970,1
21899-20020816,1380319,85544,1
1577067-20091016,1988512,65406,53
2146377-20120320,2146377,370604,1
1719044-20060620,1719044,304330,1
1646936-20051024,1646936,297071,1
49274-20070216,1775850,17155,2
86040-20040216,1492966,81645,1
1969982-20121016,2181805,295712,3
86315-20060216,1662552,81669,1
1884129-20160116,2436202,326004,1
1680524-20120816,2160002,204514,2
2050174-20100813,2050174,355870,1
1379841-20030709,1379841,211743,22
1122753-20040216,1462270,210988,1
1546595-20060216,1671641,284673,1
1577067-20071016,1846048,65406,53
1222013-20050216,1559489,57555,3
2124710-20111020,2124710,367202,1
1769009-20110116,2067719,311093,1
1142803-20020216,1218256,211860,1
1491059-20050216,1570736,276032,1
2134308-20120105,2134308,368823,1
1515190-20060216,1670786,279460,1
1766418-20110216,2072501,309470,1
2069774-20101208,2069774,358516,1
1355431-20040216,1467894,262945,1
2109954-20150816,2409810,365386,1
1677906-20060201,1677906,300482,1
1844892-20070809,1844892,321124,1
37359-20020216,1211078,54581,1
2094304-20110510,2094304,362070,1
86711-20020216,1214718,81979,2
2073803-20101222,2073803,358811,1
2114327-20110830,2114327,365887,1
1493119-20040625,1493119,277041,1
1047327-20051116,1629541,33918,2
1351834-20050216,1566276,253659,2
40367-20060216,1660249,55050,1
1476104-20070216,1785275,201938,2
2120210-20110928,2120210,332129,3
1948461-20090116,1948461,313716,2
35143-20061116,1753469,63966,5
1094674-20070816,1831816,66163,4
75438-20111216,2121925,22295,2
1095892-20040816,1508065,208390,1
1168462-20041116,1531013,56928,3
57551-20040216,1716747,18501,2
62909-20110516,2085252,19841,1
80681-20040516,1418419,67764,1
1142874-20060216,1664745,214572,1
2013484-20100516,2026116,349804,1
54766-20040216,1455705,39219,1
1272313-20020822,1272313,251135,1
1381017-20030717,1381017,265624,1
1243938-20030216,1327129,245951,1
1166228-20130116,2200323,216694,1
1336272-20070216,1788916,260052,1
1169722-20040216,1463188,218171,1
67441-20070216,1776411,20738,2
40808-20060216,1653279,16026,1
1305650-20070216,1788465,256692,1
2083972-20110616,2091005,89524,24
1145223-20020216,1219353,215891,1
2022329-20110116,2068583,351500,1
1974365-20130616,2250781,343713,1
1546215-20111116,2117946,284505,1
1226729-20030216,1320451,67440,1
2156883-20140916,2343452,52028,5
7793-20110516,2085369,25711,1
81207-20040216,1476257,65406,1
2094250-20110511,2094250,362047,1
1446798-20040107,1446798,270731,1
17220-20120516,2143754,28261,1
1356740-20040216,1468078,263592,1
2099388-20150616,2395869,362834,1
9836-20030216,1319345,62910,1
1842096-20150716,2401780,320073,1
1477382-20050216,1549899,6059,2
1544018-20050216,1572538,283364,1
2146231-20120319,2146231,308376,2
1803950-20070315,1803950,315181,1
36525-20030216,1313123,33135,1
1495373-20040617,1495373,278244,1
1572987-20100516,2024920,286025,1
61101-20090116,1939515,19270,2
18603-20120516,2143201,7551,13
1120460-20041116,1522871,10639,1
2014263-20100916,2048027,350001,1
2069466-20101202,2069466,358371,1
1224580-20070216,1779064,33200,2
52903-20060216,1658007,38518,1
1766853-20061002,1766853,309642,1
2099450-20111128,2099450,362861,1
1271558-20020926,1271558,250764,1
2037088-20111216,2123554,314279,10
2074554-20110113,2074554,358671,1
1801946-20070220,1801946,314430,1
10813-20110316,2076114,62934,1
1898608-20080404,1898608,329738,1
1335638-20050216,1567265,259726,1
1445999-20041116,1529336,46454,2
2153583-20120514,2153583,372315,1
1336382-20040216,1467136,260138,1
46301-20010216,1096489,1715,2
1042950-20030216,1322147,202055,1
59671-20050216,1559680,58401,1
1221843-20050216,1562895,205879,2
1922419-20090216,1947349,335698,1
2177179-20121216,2194751,310754,3
1478944-20040326,1478944,245077,2
53659-20050216,1576082,38797,1
58815-20040216,1451244,18732,2
1576375-20080516,1979360,211765,2
1493838-20041116,1541292,277372,1
37957-20090616,1965433,7654,13
1986281-20150816,2409215,346093,1
2163835-20120706,2163835,497,11
2084338-20110303,2084338,360216,1
1904908-20080509,1904908,245114,3
39763-20060216,1651525,5560,1
1931969-20080916,1931969,336946,1
1769690-20141116,2357254,311478,1
1737964-20060630,1737964,306560,1
1383844-20060216,1657865,37174,2
2032502-20100504,2032502,344998,2
1697384-20110916,2105500,57053,3
1335058-20060216,1662549,81649,3
1891841-20080221,1891841,327663,1
1889110-20080219,1889110,327593,1
1491587-20040430,1491587,276295,1
1277918-20040216,1465629,253655,1
2197128-20121108,2197128,376955,1
16966-20070216,1774227,6983,1
1591952-20050330,1591952,289523,1
26102-20050216,1550787,10706,1
1442962-20040816,1512404,268824,1
1478527-20111016,2111880,273793,1
1717276-20090816,1978113,292494,2
86238-20040216,1459913,66863,2
1124117-20051116,1636291,211801,1
1245587-20080316,1886723,246783,1
72542-20060216,1654418,21868,2
1841410-20090716,1973479,319778,1
1353028-20040216,1467531,261705,1
14780-20120416,2139638,63109,1
1804100-20110416,2082684,315235,1
2027859-20160416,2450004,352355,1
1517161-20060216,1653231,15885,2
1891800-20110716,2097131,327780,1
1381575-20040426,1381575,265878,1
2087739-20110318,2087739,53899,4
1646396-20090216,1946331,296793,1
34093-20040216,1454355,32537,1
46093-20040216,1458202,55967,1
2120375-20110927,2120375,366619,1
1682075-20080116,1877900,302263,1
1140012-20020216,1218515,212701,1
2141887-20120302,2141887,301676,2
2137301-20120206,2137301,357533,2
1196991-20020216,1220788,222248,1
1904728-20120316,2136150,254205,3
1490528-20040419,1490528,275737,1
1095141-20030216,1490396,59386,3
1476531-20120116,2125970,1625,2
37359-20060216,1660158,54581,1
1593539-20050418,1593539,28785,2
1696481-20060418,1696481,303511,1
1093064-20030216,1322750,207012,1
1488478-20040407,1488478,274667,1
1494080-20070216,1791164,277516,1
1244314-20040816,1508362,213499,1
1478684-20040409,1478684,273881,1
2179905-20120810,2179905,374818,1
2142137-20120307,2142137,370288,1
1969395-20101216,2063759,343005,1
42556-20051116,1624143,4786,4
2094365-20110516,2094365,362121,1
20585-20020216,1227373,29087,1
1915368-20081217,1915368,333578,1
1546938-20050216,1572754,285250,1
2036480-20110416,2103933,353524,1
32584-20020516,1239168,53846,1
1803980-20120216,2132243,282877,1
56967-20051116,1632867,57850,1
2013223-20091218,2013223,349683,1
61648-20100416,2018704,41795,1
1478584-20120216,2132117,273826,1
32294-20030516,1340246,4280,1
1547256-20061116,1751983,52633,3
1305484-20021220,1305484,256622,1
1979231-20090708,1979231,343243,5
1491427-20050106,1491427,9207,3
1425839-20030925,1425839,268136,1
1277739-20030216,1325141,219173,2
32506-20020816,1256444,32137,1
1223774-20020207,1223774,230236,1
2036513-20120216,2131594,85963,8
1333030-20040216,1466656,258572,1
2129423-20111125,2129423,367989,1
45611-20100116,2005752,55895,1
2042085-20120316,2135039,5033,41
1869481-20071107,1869481,323270,1
80648-20020516,1241077,67749,1
1596176-20080516,1896002,49200,2
1476707-20100516,2023408,29429,2
1514268-20110316,2077312,279028,1
1331616-20060216,1663699,203021,2
60905-20041116,1544466,41589,1
1697571-20100316,2016253,304022,1
1357496-20120516,2144812,264045,1
1953769-20130216,2224791,340506,1
2129264-20111121,2129264,367929,1
86851-20040216,1488101,85162,1
1042814-20010216,1117684,201168,3
33544-20020216,1205503,32393,1
2059456-20110716,2096232,243293,9
2084350-20150316,2378110,360225,1
1272141-20040216,1465170,251045,1
26650-20111116,2115625,11071,4
2026700-20111116,2119646,351789,1
77968-20060216,1654643,22965,1
1352578-20030513,1352578,261510,1
1964271-20090331,1964271,342144,1
1123480-20110316,2076823,211423,1
28509-20030216,1312461,31069,1
33327-20041116,1527166,32354,1
62456-20030216,1309466,19733,2
1574028-20060216,1662261,67259,3
1516207-20060516,1691390,251479,2
1926583-20110816,2101060,258235,4
1675463-20051230,1675463,299465,1
56737-20040816,1407829,8528,2
2115350-20111014,2115350,366326,1
1226236-20040816,1509106,222562,3
1495069-20040713,1495069,278032,1
2074397-20110111,2074397,359108,1
1445033-20031105,1445033,269733,1
1489092-20100316,2015872,257173,2
1743613-20061004,1743613,309242,1
2102850-20110622,2102850,362959,2
1493309-20050216,1567609,261598,2
1885147-20080916,1920220,326435,1
